id,adult,budget,genres,imdb_id,original_language,overview,popularity,production_companies,production_countries,revenue,runtime,spoken_languages,tagline,title,vote_average,vote_count,revenue_percentage,directors,year
9972,False,24000000.0,"['action', 'adventure', 'crime', 'drama', 'thriller']",tt0097770,en,"Frank Leone is nearing the end of his prison term for a relatively minor crime. Just before he is paroled, however, Warden Drumgoole takes charge. Drumgoole was assigned to a hell-hole prison after his administration was publicly humiliated by Leone, and has now arrived on the scene to ensure that Leone never sees the light of day.",4.701379,"['tristar pictures', 'gordon company', 'carolco pictures', 'white eagle']",['united states of america'],22099847.0,115.0,['english'],How much can a man take...before he gives back?,Lock Up,6.2,208.0,0.9208269583333333,['john flynn'],1989
9975,False,50000000.0,"['adventure', 'animation', 'comedy', 'family']",tt0381971,en,"When The Man in the Yellow Hat befriends Curious George in the jungle, they set off on a non-stop, fun-filled journey through the wonders of the big city toward the warmth of true friendship.",12.602502,"['imagine entertainment', 'universal pictures', 'universal animation studios']",['united states of america'],69834815.0,86.0,['english'],Get Carried Away With The Cutest Little Monkey Around!,Curious George,6.1,109.0,1.3966963,"[""matthew o'callaghan""]",2006
9978,False,40000000.0,"['adventure', 'action', 'family']",tt0457495,en,"Alex Rider thinks he is a normal school boy, until his uncle is killed. He discovers that his uncle was actually spy on a mission, when he was killed. Alex is recruited by Alan Blunt to continue the mission. He is sent to Cornwall to investigate a new computer system, which Darrius Sayle has created. He plans to give the new computer systems to every school in the country, but Mr. Blunt has other ideas and Alex must find out what it is.",8.778999,"['isle of man film', 'weinstein company, the', 'samuelson productions']","['germany', 'united kingdom', 'united states of america']",23937870.0,93.0,['english'],Rule the school. Save the world.,Stormbreaker,5.1,219.0,0.59844675,['geoffrey sax'],2006
9980,False,10000000.0,"['action', 'drama', 'horror', 'science fiction']",tt0091499,en,"When a comet passes close to the earth, machines all over the world come alive and go on homicidal rampages. A group of people at a desolate truck stop are held hostage by a gang of homicidal 18-wheelers. The frightened people set out to defeat the killer machines ... or be killed by them.",6.614078,['de laurentiis entertainment group (deg)'],['united states of america'],7433663.0,97.0,['english'],Stephen King's masterpiece of terror directed by the master himself.,Maximum Overdrive,5.5,170.0,0.7433663,['stephen king'],1986
9981,False,45000000.0,"['romance', 'comedy', 'family']",tt0384642,en,"Phil Weston has been unathletic his entire life. In college he failed at every sport that he tried out for. It looks like his 10-year old son, Sam, is following in his footsteps. But with becoming the coach of The Soccers, an already successful soccer team, everything changes.",9.875573,['universal pictures'],['united states of america'],56070433.0,95.0,"['english', 'italiano']",One man could lead this team to glory. . . That man was busy,Kicking & Screaming,5.6,179.0,1.2460096222222221,['jesse dylan'],2005
9982,False,150000000.0,"['animation', 'family', 'comedy']",tt0371606,en,"When the sky really is falling and sanity has flown the coop, who will rise to save the day? Together with his hysterical band of misfit friends, Chicken Little must hatch a plan to save the planet from alien invasion and prove that the world's biggest hero is a little chicken.",18.584609,"['walt disney pictures', 'walt disney feature animation']",['united states of america'],314432665.0,81.0,['english'],"When it comes to saving the world, it helps to be a little chicken.",Chicken Little,5.6,974.0,2.096217766666667,['mark dindal'],2005
9986,False,85000000.0,"['comedy', 'family', 'fantasy']",tt0413895,en,"Wilbur the pig is scared of the end of the season, because he knows that come that time, he will end up on the dinner table. He hatches a plan with Charlotte, a spider that lives in his pen, to ensure that this will never happen.",10.254314,"['paramount pictures', 'kerner entertainment company']","['germany', 'united states of america']",144000000.0,97.0,['english'],"Something unexpected, unbelievable, unforgettable.",Charlotte's Web,5.8,300.0,1.6941176470588235,['gary winick'],2006
9988,False,17500000.0,['comedy'],tt0486551,en,"During a trip to Germany to scatter their grandfather's ashes, German-American brothers Todd and Jan discover Beerfest, the secret Olympics of downing stout, and want to enter the contest to defend their family's beer-guzzling honor. Their Old Country cousins sneer at the Yanks' chances, prompting the siblings to return to America to prepare for a showdown the following year.",7.481125,['broken lizard industries'],['united states of america'],19179969.0,110.0,"['english', 'deutsch']",Prepare for the ultimate chug of war.,Beerfest,5.8,173.0,1.0959982285714285,['jay chandrasekhar'],2006
9989,False,30000000.0,"['action', 'crime', 'drama']",tt0218817,en,A computer programmer's dream job at a hot Portland-based firm turns nightmarish when he discovers his boss has a secret and ruthless means of dispatching anti-trust problems.,8.142166,"['industry entertainment', 'epsilon motion pictures', 'hyde park films', 'metro-goldwyn-mayer (mgm)']","['canada', 'united states of america']",18195610.0,108.0,['english'],Truth can be dangerous...Trust can be deadly.,Antitrust,5.8,156.0,0.6065203333333333,['peter howitt'],2001
9992,False,86000000.0,"['adventure', 'fantasy', 'animation', 'family']",tt0344854,en,"Arthur is a spirited ten-year old whose parents are away looking for work, whose eccentric grandfather has been missing for several years, and who lives with his grandmother in a country house that, in two days, will be repossessed, torn down, and turned into a block of flats unless Arthur's grandfather returns to sign some papers and pay off the family debt. Arthur discovers that the key to success lies in his own descent into the land of the Minimoys, creatures no larger than a tooth, whom his grandfather helped relocate to their garden. Somewhere among them is hidden a pile of rubies, too. Can Arthur be of stout heart and save the day? Romance beckons as well, and a villain lurks.",11.621534,"['canal plus', 'sofica europacorp', 'avalanche productions', 'europacorp']",['france'],107944236.0,94.0,['english'],Adventure awaits in your own backyard.,Arthur and the Invisibles,6.0,663.0,1.255165534883721,['luc besson'],2006
9994,False,14000000.0,"['comedy', 'animation', 'family']",tt0091149,en,"When the diabolical Professor Ratigan kidnaps London's master toymaker, the brilliant master of disguise Basil of Baker Street and his trusted sidekick Dawson try to elude the ultimate trap and foil the perfect crime.",11.183924,"['walt disney pictures', 'silver screen partners ii']",['united states of america'],38625550.0,74.0,['english'],London's crime-fighting ace on his most baffling case!,The Great Mouse Detective,6.9,334.0,2.7589678571428573,"['ron clements', 'burny mattinson', 'david michener', 'john musker']",1986
10003,False,68000000.0,"['thriller', 'action', 'romance', 'science fiction', 'adventure']",tt0120053,en,"Ivan Tretiak, Russian Mafia boss who wants to create an oil crisis in Moscow and seize power as a result sends Simon Templar, great international criminal, to England to get a secret formula for cold fusion from U.S. scientist Emma Russell. Templar falls in love with Emma and they try to outwit Tretiak and his guerrillas, hiding from them in Moscow",10.97633,"['paramount pictures', 'mace neufeld productions', 'rysher entertainment']",['united states of america'],118063304.0,116.0,"['english', 'pусский']",Never reveal your name. Never turn your back. Never surrender your heart.,The Saint,5.9,310.0,1.7362250588235295,['phillip noyce'],1997
10012,False,35000000.0,"['horror', 'comedy']",tt0257516,en,"A werewolf loose in Los Angeles changes the lives of three young adults, who, after being mauled by the beast, learn they must kill their attacker if they hope to change their fate to avoid becoming werewolves too.",8.949722,"['craven-maddalena films', 'outerbanks entertainment', 'dimension films', 'kalis productions gmbh & co. zweite kg']","['germany', 'united states of america']",19294901.0,97.0,['english'],What doesn't kill you makes you stronger.,Cursed,5.1,168.0,0.5512828857142857,['wes craven'],2005
10013,False,18000000.0,"['comedy', 'drama', 'fantasy', 'romance']",tt0091738,en,"Peggy Sue faints at a Highschool reunion. When she wakes up she finds herself in her own past, just before she finished school.",7.471655,"['american zoetrope', 'tristar pictures']",['united states of america'],41382841.0,103.0,['english'],"Knowing what you know now, what would you do differently?",Peggy Sue Got Married,5.9,138.0,2.299046722222222,['francis ford coppola'],1986
10015,False,15000000.0,"['action', 'comedy', 'drama', 'war']",tt0091187,en,"A hard-nosed, hard-living Marine gunnery sergeant clashes with his superiors and his ex-wife as he takes command of a spoiled recon platoon with a bad attitude.",7.390012,"['malpaso productions', 'jay weston productions']",['united states of america'],42724017.0,130.0,"['español', 'english']",...the scars run deep.,Heartbreak Ridge,6.5,270.0,2.8482678,['clint eastwood'],1986
10016,False,28000000.0,"['action', 'horror', 'science fiction']",tt0228333,en,Melanie Ballard (Natasha Henstridge) is a hard nosed police chief in the year 2025. She and a police snatch squad are sent to Mars to apprehend a dangerous criminal James Williams (Ice Cube). Mars has been occupied by humans for some time and they have set up mining facilities. The mining activities on Mars have unleashed the spirits of alien beings who gradually possess the bodies of the workers. It soon turns out that catching the dangerous fugitive takes a back seat as the alien spirits begin to rid their planet of the 'invaders'.,7.058599,"['screen gems', 'storm king productions', 'animationwerks']",['united states of america'],14010832.0,98.0,['english'],Terror is the same on any planet.,Ghosts of Mars,4.8,299.0,0.5003868571428571,['john carpenter'],2001
10017,False,2700000.0,"['romance', 'science fiction', 'horror', 'action', 'crime']",tt0092240,en,"Packard Walsh and his motorized gang control and terrorize an Arizona desert town where they force drivers to drag-race so they can 'win' their vehicles. After Walsh beats the decent teenager Jamie Hankins to death after finding him with his girlfriend, a mysterious power creates Jake Kesey, an extremely cool motor-biker who has a car which is invincible. Jake befriends Jamie's girlfriend Keri Johnson, takes Jamie's sweet brother Bill under his wing and manages what Sheriff Loomis couldn't; eliminate Packard's criminal gang the hard way...",7.657918,"['new century entertainment corporation', 'alliance entertainment', 'turbo productions']","['united states of america', 'canada']",3500000.0,93.0,['english'],He's not from around here...,The Wraith,5.9,109.0,1.2962962962962963,['mike marvin'],1986
10022,False,56000000.0,"['action', 'comedy', 'drama', 'family', 'thriller']",tt0395699,en,Disgraced Navy SEAL Shane Wolfe is handed a new assignment: Protect the five Plummer kids from enemies of their recently deceased father -- a government scientist whose top-secret experiment remains hidden in the kids' house.,7.81645,"['walt disney pictures', 'spyglass entertainment']","['canada', 'united states of america']",113006880.0,95.0,"['english', '한국어/조선말']",Welcome to the infantry.,The Pacifier,5.8,865.0,2.01798,['adam shankman'],2005
10023,False,20000000.0,"['action', 'comedy', 'crime']",tt0092925,en,"The equally-straight-laced and ""by the book"" nephew of Joe Friday must work with his more laid-back partner to solve a mystery and save ""The Virgin"" Connie Swail...",7.907938,['universal pictures'],['united states of america'],66673516.0,106.0,['english'],"""Just The Facts.""",Dragnet,5.7,139.0,3.3336758,['tom mankiewicz'],1987
10024,False,30000000.0,['drama'],tt1078588,en,"Sara and Brian live an idyllic life with their young son and daughter. But their family is rocked by sudden, heartbreaking news that forces them to make a difficult and unorthodox choice in order to save their baby girl's life. The parents' desperate decision raises both ethical and moral questions and rips away at the foundation of their relationship. Their actions ultimately set off a court case that threatens to tear the family apart, while revealing surprising truths that challenge everyone's perceptions of love and loyalty and give new meaning to the definition of healing.",6.793972,"['mark johnson productions', 'gran via productions', 'curmudgeon films']",['united states of america'],95714875.0,109.0,"['hrvatski', 'english']","A tale of life, love, and letting go.",My Sister's Keeper,7.1,614.0,3.1904958333333333,['nick cassavetes'],2009
10025,False,28000000.0,"['comedy', 'drama', 'family', 'fantasy', 'romance']",tt0397078,en,"Manhattanite Ashley is known to many as the luckiest woman around. After a chance encounter with a down-and-out young man, however, she realizes that she's swapped her fortune for his.",6.053567,"['regency enterprises', 'cheyenne enterprises', 'new regency pictures']",['united states of america'],38159905.0,103.0,['english'],Everything changed in the wink of an eye.,Just My Luck,5.8,512.0,1.36285375,['donald petrie'],2006
10027,False,45000000.0,"['action', 'crime']",tt0342258,en,"Raised as a slave, Danny is used to fighting for his survival. In fact, his ""master,"" Bart, thinks of him as a pet and goes as far as leashing him with a collar so they can make money in fight clubs, where Danny is the main contender. When Bart's crew is in a car accident, Danny escapes and meets a blind, kindhearted piano tuner who takes him in and uses music to free the fighter's long-buried heart.",7.90583,"['canal plus', 'current entertainment', 'clubdeal', 'tf1 films production', 'europacorp', 'qian yian international', 'danny the dog prods ltd.']","['france', 'united kingdom', 'united states of america']",50871113.0,103.0,"['english', 'deutsch', 'español']",Serve No Master,Unleashed,6.6,531.0,1.1304691777777778,['louis leterrier'],2005
10028,False,18000000.0,"['romance', 'music', 'family']",tt0322589,en,"Honey Daniels (Jessica Alba) dreams of making a name for herself as a hip-hop choreographer. When she's not busy hitting downtown clubs with her friends, she teaches dance classes at a nearby community center in Harlem, N.Y., as a way to keep kids off the streets. Honey thinks she's hit the jackpot when she meets a hotshot director (David Moscow) who casts her in one of his music videos. But, when he starts demanding sexual favors from her, Honey makes a decision that will change her life.",11.863954,"['universal pictures', 'marc platt productions', 'nuamerica entertainment']",['united states of america'],62646763.0,94.0,['english'],Her dream. Her terms,Honey,6.0,313.0,3.480375722222222,['bille woodruff'],2003
10029,False,30000000.0,"['comedy', 'crime', 'thriller']",tt0124198,en,"Kyle Fisher has one last night to celebrate life as a single man before marrying Laura, so he sets out to Vegas with four of his best buddies. But a drug and alcohol filled night on the town with a stripper who goes all the way, turns into a cold night in the desert with shovels when the stripper goes all the way into a body bag after dying in their bathroom. And that's just the first of the bodies to pile up before Kyle can walk down the aisle...",10.432293,"['initial entertainment group (ieg)', 'interscope communications', 'vbt productions', 'ballpark productions partnership']",['united states of america'],9898412.0,100.0,['english'],They've been bad. Very bad.,Very Bad Things,6.2,182.0,0.3299470666666667,['peter berg'],1998
10030,False,25000000.0,['comedy'],tt0452625,en,"Cursed since childhood, dentist Charlie Kagan cannot find the right woman. Even worse, he learns that each of his ex-girlfriends finds true love with the man she meets after her relationship with him ends. Hearing of Charlie's reputation as a good-luck charm, women from all over line up for a quick tryst. But when Charlie meets the woman of his dreams, he must find a way to break the curse or risk losing her to the next man she meets.",7.456047,"['lionsgate', 'karz entertainment', 'province of british columbia production services tax credit', 'milestone entertainment', 'alberta film development program of the alberta government', 'chuck productions']","['canada', 'united states of america']",59192128.0,101.0,['english'],He has to break his curse before she breaks his heart.,Good Luck Chuck,5.6,454.0,2.36768512,['mark helfrich'],2007
10045,False,12000000.0,"['action', 'thriller', 'science fiction']",tt0414852,fr,"Set in the ghettos of Paris in 2010, an undercover cop and ex-thug try to infiltrate a gang in order to defuse a neutron bomb.",7.594102,"['canal plus', 'tf1 films production', 'europacorp']",['france'],9584131.0,84.0,['français'],Welcome to District B13. Welcome to the future,District B13,6.5,572.0,0.7986775833333334,['pierre morel'],2004
10047,False,60000000.0,"['adventure', 'drama', 'action', 'history', 'war']",tt0151137,fr,In 1429 a teenage girl from a remote French village stood before her King with a message she claimed came from God; that she would defeat the world's greatest army and liberate her country from its political and religious turmoil. Following her mission to reclaim god's dimished kingdom - through her amazing victories until her violent and untimely death.,9.471838,"['columbia pictures', 'gaumont']",['france'],66976317.0,148.0,"['english', 'latin']",,The Messenger: The Story of Joan of Arc,6.2,373.0,1.11627195,['luc besson'],1999
10048,False,135000000.0,['action'],tt0382992,en,"Deeply ensconced in a top-secret military program, three pilots struggle to bring an artificial intelligence program under control ... before it initiates the next world war.",13.89018,"['laura ziskin productions', 'original film', 'columbia pictures corporation', 'phoenix pictures', 'afg talons productions']",['united states of america'],76932943.0,121.0,"['english', 'deutsch', '한국어/조선말', 'pусский', 'español']",Fear The Sky,Stealth,4.9,341.0,0.5698736518518519,['rob cohen'],2005
10052,False,60000000.0,['drama'],tt0259288,en,A grieving doctor is being contacted by his late wife through his patients near death experiences.,4.924078,"['universal pictures', 'spyglass entertainment', 'shady acres entertainment', 'gran via productions', 'kalima productions gmbh & co. kg', 'nde productions']","['germany', 'united states of america']",52322400.0,104.0,"['english', 'español']",When someone you love dies... are they gone forever?,Dragonfly,6.2,209.0,0.87204,['tom shadyac'],2002
10053,False,15000000.0,"['horror', 'thriller']",tt0455857,en,"Far away from the site of a gruesome murder, a teenager named Jill Johnson arrives at a luxurious home for a baby-sitting job. With the children fast asleep, she settles in for what she expects to be an ordinary evening. Soon, the ringing of a phone and the frightening words of a sadistic caller turn Jill's routine experience into a night of terror.",5.149058,"['davis entertainment', 'screen gems']",['united states of america'],66966987.0,87.0,['english'],"Whatever You Do, Don't Answer The Phone.",When a Stranger Calls,5.4,273.0,4.4644658,['simon west'],2006
10054,False,35000000.0,"['action', 'comedy', 'family', 'adventure']",tt0227538,en,"Carmen and Juni think their parents are boring. Little do they know that in their day, Gregorio and Ingrid Cortez were the top secret agents from their respective countries. They gave up that life to raise their children. Now, the disappearances of several of their old colleagues forces the Cortez' return from retirement. What they didn't count on was Carmen and Juni joining the ""family business.""",9.576745,"['dimension films', 'troublemaker studios', 'miramax']",['united states of america'],147934180.0,88.0,"['español', 'english']",Real spies...only smaller,Spy Kids,5.5,893.0,4.226690857142857,['robert rodriguez'],2001
10057,False,30000000.0,"['action', 'adventure', 'comedy']",tt0108333,en,"D'Artagnan travels to Paris hoping to become a musketeer, one of the French king's elite bodyguards, only to discover that the corps has been disbanded by conniving Cardinal Richelieu, who secretly hopes to usurp the throne. Fortunately, Athos, Porthos and Aramis have refused to lay down their weapons and continue to protect their king. D'Artagnan joins with the rogues to expose Richelieu's plot against the crown.",6.34785,"['walt disney pictures', 'caravan pictures']","['united states of america', 'austria']",53898845.0,105.0,['english'],All for one and one for all!,The Three Musketeers,6.2,219.0,1.7966281666666666,['stephen herek'],1993
10060,False,40000000.0,['drama'],tt0430308,en,"A tale of an inner city drug dealer who turns away from crime to pursue his passion, rap music.",9.820229,"['paramount pictures', 'mtv films', 'cent productions inc.']",['united states of america'],46442528.0,117.0,['english'],If You Think You Know the Story...You Don't Know the Man.,Get Rich or Die Tryin',6.3,188.0,1.1610632,['jim sheridan'],2005
10061,False,50000000.0,"['action', 'adventure', 'science fiction', 'thriller']",tt0116225,en,"This time, a cataclysmic temblor hits Los Angeles, turning it into an island. The president views the quake as a sign from above, expels Los Angeles from the country and makes it a penal colony for those found guilty of moral crimes. When his daughter, part of a resistance movement, steals the control unit for a doomsday weapon, Snake again gets tapped to save the day.",12.229381,"['paramount pictures', 'rysher entertainment']",['united states of america'],42277365.0,97.0,['english'],Snake Is Back.,Escape from L.A.,5.6,381.0,0.8455473,['john carpenter'],1996
10066,False,40000000.0,['horror'],tt0397065,en,A group of unwitting teens are stranded near a strange wax museum and soon must fight to survive and keep from becoming the next exhibit.,7.163099,"['village roadshow pictures', 'dark castle entertainment', 'warner bros.']",['united states of america'],68766121.0,113.0,"['english', 'pусский']",Prey. Slay. Display,House of Wax,5.5,696.0,1.719153025,['jaume collet-serra'],2005
10067,False,50000000.0,"['comedy', 'family']",tt0393735,en,The tale of a workaholic dad-turned-dog who finds that being man's best friend shows him the most important job - being a great dad.,4.878907,"['walt disney pictures', 'mandeville films', 'boxing cat films']",['united states of america'],61112916.0,98.0,['english'],It's going to be a ruff day.,The Shaggy Dog,4.5,138.0,1.22225832,['brian robbins'],2006
10068,False,17000000.0,"['drama', 'romance']",tt0091635,en,"An erotic story about a woman, the assistant of an art gallery, who gets involved in an impersonal affair with a man. She barely knows about his life, only about the sex games they play, so the relationship begins to get complicated.",6.706262,"['metro-goldwyn-mayer (mgm)', 'producers sales organization (pso)', 'jonesfilm', 'galactic films', 'triple ajaxxx']",['united states of america'],6735922.0,117.0,['english'],They Broke Every Rule,Nine 1/2 Weeks,5.8,183.0,0.39623070588235293,['adrian lyne'],1986
10069,False,9000000.0,"['horror', 'thriller']",tt0441796,en,"After the mysterious, brutal death of an old friend, a group of teenagers find themselves in possession of ""Stay Alive,"" an ultra-realistic 3-D videogame based on the spine-chilling true story of a 17th century noblewoman, known as ""The Blood Countess."" The gamers don't know anything about the game other than they're not supposed to have it... and they're dying to play it. Not able to resist temptation, the kids begin to play the grisly game but soon make a chilling connection -- they are each being murdered one-by-one in the same way as the characters they played in the game. As the line between the game world and the real world disappears, the teens must find a way to defeat the vicious and merciless Blood Countess, all the while trying to... stay alive.",4.854551,"['spyglass entertainment', 'hollywood pictures', 'endgame entertainment', 'wonderland sound and vision']",['united states of america'],27105095.0,100.0,['english'],You die in the game - you die for real.,Stay Alive,5.3,157.0,3.011677222222222,['william brent bell'],2006
10073,False,20000000.0,['comedy'],tt0466342,en,"Spoof of romantic comedies which focuses on a man (Campbell), his crush (Hannigan), his parents (Coolidge, Willard), and her father (Griffin).",5.682129,"['regency enterprises', 'epsilon motion pictures', 'new regency pictures']","['switzerland', 'united states of america']",48548426.0,83.0,['english'],An Unprotected Comedy,Date Movie,3.6,225.0,2.4274213,"['jason friedberg', 'aaron seltzer']",2006
10077,False,80000000.0,"['thriller', 'science fiction', 'adventure', 'action']",tt0318081,en,"When a hunter sent back to the prehistoric era runs off the path he must not leave, he causes a chain reaction that alters history in disastrous ways.",4.980191,"['epsilon motion pictures', 'franchise pictures', 'baldwin entertainment group', 'dante entertainment', 'crusader entertainment', 'etic films', 'forge', 'qi quality international gmbh co. kg', 'signature pictures', 'apollomedia distribution', 'coco', 'film 111', 'jericho productions ltd.', 'mff (sound of thunder)', 'matrix film finance', 'scenario lane productions']","['czech republic', 'germany', 'united kingdom', 'united states of america']",5989640.0,110.0,"['english', '普通话']",Some Rules Should Never Be Broken.,A Sound of Thunder,4.8,111.0,0.0748705,['peter hyams'],2005
10083,False,15000000.0,"['action', 'drama', 'thriller']",tt0093640,en,"Navy Lt. Tom Farrell meets a young woman, Susan Atwell , and they share a passionate fling. Farrell then finds out that his superior, Defense Secretary David Brice, is also romantically involved with Atwell. When the young woman turns up dead, Farrell is put in charge of the murder investigation. He begins to uncover shocking clues about the case, but when details of his encounter with Susan surface, he becomes a suspect as well.",11.457803,['orion pictures'],['united states of america'],35509515.0,114.0,"['pусский', 'english']","Is it a crime of passion, or an act of treason?",No Way Out,6.9,155.0,2.367301,['roger donaldson'],1987
10090,False,10000000.0,"['action', 'adventure', 'comedy', 'crime']",tt0499554,en,A rag-tag team of Reno cops are called in to save the day after a terrorist attack disrupts a national police convention in Miami Beach during spring break. Based on the Comedy Central series.,4.468247,"['paramount pictures', 'double feature films', 'jersey films', 'twentieth century fox film corporation', 'comedy central films', 'principato-young entertainment', 'high sierra carpeting']",['united states of america'],20342161.0,84.0,"['english', 'español']","In a time of crisis, America will call Reno 911!",Reno 911!: Miami,5.6,72.0,2.0342161,['ben garant'],2007
10093,False,15000000.0,"['drama', 'horror', 'thriller']",tt0433442,en,"Joanna Mills has a successful career but feels her personal life is spinning out of control. She has few friends, an estranged father, and a crazy ex-boyfriend who is stalking her. Joanna begins having terrifying visions of a woman's murder, and it seems that she is the killer's next target. Determined to solve the mystery and escape her apparent fate, Joanna follows her visions to the victim's hometown and finds that some secrets just do not stay buried.",9.338989,"['rogue pictures', 'intrepid pictures', 'biscayne pictures', 'raygun productions', 'rosey film productions llc']",['united states of america'],11992014.0,85.0,['english'],The past never dies. It kills.,The Return,5.1,61.0,0.7994676,['asif kapadia'],2006
10096,False,37000000.0,"['comedy', 'fantasy', 'romance']",tt0337563,en,"After total humiliation at her thirteenth birthday party, Jenna Rink wants to just hide until she's thirty. With a little magic, her wish is granted, but it turns out that being thirty isn't as always as awesome as she thought it would be!",12.632595,"['columbia pictures', 'revolution studios', 'thirteen productions']",['united states of america'],96455697.0,98.0,"['english', 'français', 'português']","For some, 13 feels like it was just yesterday. For Jenna, it was.",13 Going on 30,6.3,1260.0,2.6069107297297296,['gary winick'],2004
10110,False,35000000.0,"['drama', 'history', 'war']",tt0092965,en,"Jamie Graham, a privileged English boy, is living in Shanghai when the Japanese invade and force all foreigners into prison camps. Jamie is captured with an American sailor named Basie, who looks out for him while they are in the camp together. Even though he is separated from his parents and in a hostile environment, Jamie maintains his dignity and youthful spirits, providing a beacon of hope for the others held captive with him.",10.220906,"['amblin entertainment', 'warner bros.']",['united states of america'],22238696.0,153.0,"['english', '日本語', '普通话']","To survive in a world at war, he must find a strength greater than all the events that surround him.",Empire of the Sun,7.3,491.0,0.6353913142857143,['steven spielberg'],1987
10117,False,7000000.0,"['action', 'adventure', 'comedy', 'crime', 'drama']",tt0094612,en,Vengence drives a tough Detroit cop to stay on the trail of a power hungry auto magnate who's systematically eliminating his competition.,14.054862,"['silver pictures', 'lorimar motion pictures']",['united states of america'],20256975.0,96.0,"['english', 'français']",It's Time For,Action Jackson,4.9,51.0,2.8938535714285716,['craig r. baxley'],1988
10127,False,4500000.0,"['comedy', 'horror', 'science fiction', 'thriller']",tt0094919,en,"A batch of unhatched critter eggs are mistaken for Easter eggs by the country-folk inhabitants of Grover's Bend and, before long, the ferocious furballs are on the rampage again.",9.97523,"['new line cinema', 'sho films']",['united states of america'],3813293.0,86.0,['english'],Get Ready for Seconds... They're Back,Critters 2,5.0,91.0,0.8473984444444445,['mick garris'],1988
10128,False,16000000.0,"['crime', 'science fiction', 'thriller']",tt0094631,en,"A few years from now, Earth will have the first contact with an alien civilisation. These aliens, known as Newcomers, slowly begin to be integrated into human society after years of quarantine.",15.133316,"['twentieth century fox film corporation', 'american entertainment partners ii l.p.']",['united states of america'],32155047.0,91.0,['english'],Prepare Yourself.,Alien Nation,5.9,81.0,2.0096904375,['graham baker'],1988
10132,False,4000000.0,['drama'],tt0096219,en,"A rude, contemptuous talk show host becomes overwhelmed by the hatred that surrounds his program just before it goes national.",6.865513,"['cineplex-odeon films', 'ten-four productions']","['canada', 'united states of america']",3468572.0,110.0,['english'],The last neighborhood in America.,Talk Radio,6.7,46.0,0.867143,['oliver stone'],1988
10135,False,15000000.0,"['action', 'thriller']",tt0098206,en,"The Double Deuce is the meanest, loudest and rowdiest bar south of the Mason-Dixon Line, and Dalton (Patrick Swayze) has been hired to clean it up. He might not look like much, but the Ph.D.-educated bouncer proves he's more than capable -- busting the heads of troublemakers and turning the roadhouse into a jumping hot-spot. But Dalton's romance with the gorgeous Dr. Clay (Kelly Lynch) puts him on the bad side of cutthroat local big shot Brad Wesley (Ben Gazzara).",2.943427,"['united artists', 'star partners ii ltd.', 'silver pictures']",['united states of america'],30050028.0,114.0,"['english', 'português']","Dalton lives like a loner, fights like a professional. And loves like there's no tomorrow.",Road House,6.3,259.0,2.0033352,['rowdy herrington'],1989
10136,False,25000000.0,"['action', 'adventure', 'comedy']",tt0091129,en,"A detective specializing in missing children is on a madcap mission to save a youth with mystical powers who's been abducted by an evil cult. He battles a band of super-nasties, scrambles through a booby-trapped chamber of horrors and traverses Tibet to obtain a sacred dagger.",8.236472,['paramount pictures'],['united states of america'],79817939.0,94.0,"['český', 'english', 'italiano']",Eddie Murphy is the chosen one.,The Golden Child,5.6,311.0,3.19271756,['michael ritchie'],1986
10137,False,133000000.0,"['animation', 'fantasy', 'family', 'comedy']",tt0164912,en,"The adventures of a heroic and debonair stalwart mouse named Stuart Little with human qualities, who faces some comic misadventures while searching for his lost bird friend and living with a human family as their child.",8.3595,"['columbia pictures corporation', 'global medien kg', 'franklin/waterman productions']","['germany', 'united states of america']",300135367.0,84.0,['english'],The Little Family Just Got Bigger,Stuart Little,5.8,998.0,2.256656894736842,['rob minkoff'],1999
10138,False,200000000.0,"['adventure', 'action', 'science fiction']",tt1228705,en,"With the world now aware of his dual life as the armored superhero Iron Man, billionaire inventor Tony Stark faces pressure from the government, the press and the public to share his technology with the military. Unwilling to let go of his invention, Stark, with Pepper Potts and James 'Rhodey' Rhodes at his side, must forge new alliances – and confront powerful enemies.",19.083344,['marvel studios'],['united states of america'],623933331.0,124.0,"['english', 'pусский', 'français']","It's not the armor that makes the hero, but the man inside.",Iron Man 2,6.6,6969.0,3.119666655,['jon favreau'],2010
10139,False,20000000.0,"['history', 'drama']",tt1013753,en,"The story of California's first openly gay elected official, Harvey Milk, who  became an outspoken agent for change, seeking equal rights and opportunities for all. His great love for the city and its people brought him backing from young and old, straight and gay, alike – at a time when prejudice and violence against gays was openly accepted as the norm.",10.680121,['focus features'],['united states of america'],54586584.0,128.0,['english'],Never Blend In.,Milk,7.1,628.0,2.7293292,['gus van sant'],2008
10140,False,155000000.0,"['adventure', 'family', 'fantasy']",tt0980970,en,"This time around Edmund and Lucy Pevensie, along with their pesky cousin Eustace Scrubb find themselves swallowed into a painting and on to a fantastic Narnian ship headed for the very edges of the world.",12.383398,"['dune entertainment', 'fox 2000 pictures', 'walden media']",['united states of america'],415686217.0,113.0,['english'],Return to magic. Return to hope. Return to Narnia.,The Chronicles of Narnia: The Voyage of the Dawn Treader,6.2,1555.0,2.6818465612903224,['michael apted'],2010
